date,ticker,headline,finbert_sentiment,news_impact,company_relevance
2023-12-08,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.659,HIGH,0.96
2023-12-11,LT,Sectoral rotation puts temporary downward pressure on LT,-0.431,MEDIUM,0.96
2023-12-12,LT,Block deal executed in LT; heavy institutional buying observed,0.593,MEDIUM,0.96
2023-12-15,LT,Sectoral rotation puts temporary downward pressure on LT,-0.5,MEDIUM,0.96
2023-12-20,LT,Profit booking seen in LT following multi-week rally,-0.344,LOW,0.96
2024-01-02,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.636,HIGH,0.96
2024-01-03,LT,Block deal executed in LT; heavy institutional buying observed,0.473,MEDIUM,0.96
2024-01-05,LT,Block deal executed in LT; heavy institutional buying observed,0.534,MEDIUM,0.96
2024-01-08,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.544,MEDIUM,0.96
2024-01-09,LT,Profit booking seen in LT following multi-week rally,-0.459,LOW,0.96
2024-01-12,LT,Brokerage upgrades LT to Outperform with revised target,0.746,MEDIUM,0.96
2024-01-16,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.891,HIGH,0.96
2024-01-17,LT,Block deal executed in LT; heavy institutional buying observed,0.622,MEDIUM,0.96
2024-01-18,LT,Block deal executed in LT; heavy institutional buying observed,0.504,MEDIUM,0.96
2024-01-19,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.473,LOW,0.96
2024-01-22,LT,Brokerage upgrades LT to Outperform with revised target,0.695,MEDIUM,0.96
2024-01-23,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.804,HIGH,0.96
2024-01-25,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.659,HIGH,0.96
2024-01-26,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.785,HIGH,0.96
2024-01-29,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.529,MEDIUM,0.96
2024-01-30,LT,Sectoral rotation puts temporary downward pressure on LT,-0.36,MEDIUM,0.96
2024-02-05,LT,Margin expansion across core segments drives institutional interest in LT,0.627,MEDIUM,0.96
2024-02-08,LT,Sectoral rotation puts temporary downward pressure on LT,-0.508,MEDIUM,0.96
2024-02-09,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.845,HIGH,0.96
2024-02-13,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.738,HIGH,0.96
2024-02-15,LT,Sectoral rotation puts temporary downward pressure on LT,-0.488,MEDIUM,0.96
2024-02-16,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.926,HIGH,0.96
2024-02-22,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.717,HIGH,0.96
2024-02-26,LT,Sectoral rotation puts temporary downward pressure on LT,-0.51,MEDIUM,0.96
2024-02-29,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.946,HIGH,0.96
2024-03-05,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.873,HIGH,0.96
2024-03-07,LT,Margin expansion across core segments drives institutional interest in LT,0.548,MEDIUM,0.96
2024-03-13,LT,Brokerage upgrades LT to Outperform with revised target,0.762,MEDIUM,0.96
2024-03-29,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.602,HIGH,0.96
2024-04-08,LT,Profit booking seen in LT following multi-week rally,-0.426,LOW,0.96
2024-04-18,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.62,HIGH,0.96
2024-04-22,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.885,HIGH,0.96
2024-04-24,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.84,HIGH,0.96
2024-04-29,LT,Margin expansion across core segments drives institutional interest in LT,0.789,MEDIUM,0.96
2024-05-03,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.434,LOW,0.96
2024-05-07,LT,Profit booking seen in LT following multi-week rally,-0.407,LOW,0.96
2024-05-10,LT,Sectoral rotation puts temporary downward pressure on LT,-0.48,MEDIUM,0.96
2024-05-15,LT,Sectoral rotation puts temporary downward pressure on LT,-0.433,MEDIUM,0.96
2024-05-16,LT,Margin expansion across core segments drives institutional interest in LT,0.702,MEDIUM,0.96
2024-05-17,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.78,HIGH,0.96
2024-05-21,LT,Profit booking seen in LT following multi-week rally,-0.307,LOW,0.96
2024-05-22,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.755,MEDIUM,0.96
2024-05-27,LT,Margin expansion across core segments drives institutional interest in LT,0.702,MEDIUM,0.96
2024-05-28,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.891,HIGH,0.96
2024-06-04,LT,Sectoral rotation puts temporary downward pressure on LT,-0.392,MEDIUM,0.96
2024-06-05,LT,Sectoral rotation puts temporary downward pressure on LT,-0.455,MEDIUM,0.96
2024-06-14,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.481,LOW,0.96
2024-06-19,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.831,HIGH,0.96
2024-06-20,LT,Sectoral rotation puts temporary downward pressure on LT,-0.509,MEDIUM,0.96
2024-06-26,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.728,HIGH,0.96
2024-06-28,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.419,LOW,0.96
2024-07-01,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.909,HIGH,0.96
2024-07-05,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.925,HIGH,0.96
2024-07-08,LT,Block deal executed in LT; heavy institutional buying observed,0.699,MEDIUM,0.96
2024-07-15,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.488,LOW,0.96
2024-07-17,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.659,HIGH,0.96
2024-07-23,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.521,LOW,0.96
2024-08-02,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.877,HIGH,0.96
2024-08-07,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.548,MEDIUM,0.96
2024-08-08,LT,Block deal executed in LT; heavy institutional buying observed,0.619,MEDIUM,0.96
2024-08-09,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.789,HIGH,0.96
2024-08-12,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.769,HIGH,0.96
2024-08-16,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,1.0,HIGH,0.96
2024-08-21,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.647,HIGH,0.96
2024-09-02,LT,Sectoral rotation puts temporary downward pressure on LT,-0.499,MEDIUM,0.96
2024-09-03,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.845,HIGH,0.96
2024-09-06,LT,Profit booking seen in LT following multi-week rally,-0.405,LOW,0.96
2024-09-09,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.427,MEDIUM,0.96
2024-09-10,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.743,HIGH,0.96
2024-09-11,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.858,HIGH,0.96
2024-09-13,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.903,HIGH,0.96
2024-09-16,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.844,HIGH,0.96
2024-09-17,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.57,MEDIUM,0.96
2024-09-18,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.974,HIGH,0.96
2024-09-19,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.636,HIGH,0.96
2024-09-23,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.542,LOW,0.96
2024-09-24,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.871,HIGH,0.96
2024-09-25,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.863,HIGH,0.96
2024-09-27,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.724,HIGH,0.96
2024-10-10,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.714,HIGH,0.96
2024-10-14,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.914,HIGH,0.96
2024-10-16,LT,Margin expansion across core segments drives institutional interest in LT,0.59,MEDIUM,0.96
2024-10-22,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.684,HIGH,0.96
2024-10-23,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.581,HIGH,0.96
2024-10-29,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.668,HIGH,0.96
2024-10-30,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.769,HIGH,0.96
2024-10-31,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.639,HIGH,0.96
2024-11-01,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.701,HIGH,0.96
2024-11-07,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.63,MEDIUM,0.96
2024-11-12,LT,Margin expansion across core segments drives institutional interest in LT,0.812,MEDIUM,0.96
2024-11-13,LT,Profit booking seen in LT following multi-week rally,-0.428,LOW,0.96
2024-11-18,LT,Profit booking seen in LT following multi-week rally,-0.389,LOW,0.96
2024-11-20,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.588,LOW,0.96
2024-11-26,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.891,HIGH,0.96
2024-12-03,LT,Margin expansion across core segments drives institutional interest in LT,0.564,MEDIUM,0.96
2024-12-04,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.759,HIGH,0.96
2024-12-13,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,1.0,HIGH,0.96
2024-12-17,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.661,HIGH,0.96
2024-12-23,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.64,HIGH,0.96
2024-12-24,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.757,HIGH,0.96
2024-12-31,LT,Block deal executed in LT; heavy institutional buying observed,0.546,MEDIUM,0.96
2025-01-08,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.665,HIGH,0.96
2025-01-09,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.772,HIGH,0.96
2025-01-10,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.715,MEDIUM,0.96
2025-01-20,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.616,HIGH,0.96
2025-01-22,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.621,HIGH,0.96
2025-01-23,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.466,MEDIUM,0.96
2025-01-24,LT,Margin expansion across core segments drives institutional interest in LT,0.607,MEDIUM,0.96
2025-01-28,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.747,HIGH,0.96
2025-02-07,LT,Margin expansion across core segments drives institutional interest in LT,0.851,MEDIUM,0.96
2025-02-10,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.762,HIGH,0.96
2025-02-11,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.576,MEDIUM,0.96
2025-02-12,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.811,HIGH,0.96
2025-02-20,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.749,HIGH,0.96
2025-02-25,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.699,HIGH,0.96
2025-02-28,LT,Margin expansion across core segments drives institutional interest in LT,0.551,MEDIUM,0.96
2025-03-06,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.514,MEDIUM,0.96
2025-03-07,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.804,HIGH,0.96
2025-03-13,LT,Sectoral rotation puts temporary downward pressure on LT,-0.445,MEDIUM,0.96
2025-03-17,LT,Margin expansion across core segments drives institutional interest in LT,0.669,MEDIUM,0.96
2025-03-19,LT,Profit booking seen in LT following multi-week rally,-0.509,LOW,0.96
2025-03-21,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.632,MEDIUM,0.96
2025-04-03,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.876,HIGH,0.96
2025-04-10,LT,Brokerage upgrades LT to Outperform with revised target,0.55,MEDIUM,0.96
2025-04-11,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.842,HIGH,0.96
2025-04-16,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.523,LOW,0.96
2025-04-18,LT,Block deal executed in LT; heavy institutional buying observed,0.583,MEDIUM,0.96
2025-04-21,LT,Brokerage upgrades LT to Outperform with revised target,0.823,MEDIUM,0.96
2025-04-22,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.605,MEDIUM,0.96
2025-04-24,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.952,HIGH,0.96
2025-04-30,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.802,MEDIUM,0.96
2025-05-02,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.649,HIGH,0.96
2025-05-07,LT,Margin expansion across core segments drives institutional interest in LT,0.659,MEDIUM,0.96
2025-05-08,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.606,MEDIUM,0.96
2025-05-14,LT,Sectoral rotation puts temporary downward pressure on LT,-0.496,MEDIUM,0.96
2025-05-22,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.787,HIGH,0.96
2025-05-27,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.591,MEDIUM,0.96
2025-05-29,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.677,MEDIUM,0.96
2025-06-03,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.92,HIGH,0.96
2025-06-05,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.799,HIGH,0.96
2025-06-06,LT,Margin expansion across core segments drives institutional interest in LT,0.616,MEDIUM,0.96
2025-06-18,LT,Block deal executed in LT; heavy institutional buying observed,0.45,MEDIUM,0.96
2025-06-23,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.859,HIGH,0.96
2025-06-30,LT,Profit booking seen in LT following multi-week rally,-0.291,LOW,0.96
2025-07-02,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.842,HIGH,0.96
2025-07-03,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.863,HIGH,0.96
2025-07-09,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.77,HIGH,0.96
2025-07-10,LT,Block deal executed in LT; heavy institutional buying observed,0.576,MEDIUM,0.96
2025-07-17,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.86,HIGH,0.96
2025-07-21,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.728,HIGH,0.96
2025-07-22,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.698,HIGH,0.96
2025-07-24,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.696,HIGH,0.96
2025-07-28,LT,Block deal executed in LT; heavy institutional buying observed,0.415,MEDIUM,0.96
2025-07-29,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.723,HIGH,0.96
2025-07-30,LT,Block deal executed in LT; heavy institutional buying observed,0.485,MEDIUM,0.96
2025-08-01,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.811,HIGH,0.96
2025-08-13,LT,Margin expansion across core segments drives institutional interest in LT,0.731,MEDIUM,0.96
2025-08-15,LT,Block deal executed in LT; heavy institutional buying observed,0.7,MEDIUM,0.96
2025-08-21,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.649,MEDIUM,0.96
2025-08-28,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.64,HIGH,0.96
2025-09-01,LT,Brokerage upgrades LT to Outperform with revised target,0.815,MEDIUM,0.96
2025-09-09,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.641,HIGH,0.96
2025-09-11,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.721,HIGH,0.96
2025-09-22,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.745,HIGH,0.96
2025-09-26,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.846,HIGH,0.96
2025-10-03,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.751,HIGH,0.96
2025-10-08,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.857,HIGH,0.96
2025-10-09,LT,Sectoral rotation puts temporary downward pressure on LT,-0.4,MEDIUM,0.96
2025-10-20,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.915,HIGH,0.96
2025-10-22,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.597,HIGH,0.96
2025-10-27,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.66,HIGH,0.96
2025-10-29,LT,Profit booking seen in LT following multi-week rally,-0.397,LOW,0.96
2025-10-30,LT,Sectoral rotation puts temporary downward pressure on LT,-0.348,MEDIUM,0.96
2025-11-05,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,1.0,HIGH,0.96
2025-11-11,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.931,HIGH,0.96
2025-11-14,LT,Margin expansion across core segments drives institutional interest in LT,0.72,MEDIUM,0.96
2025-11-18,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.682,HIGH,0.96
2025-11-21,LT,Profit booking seen in LT following multi-week rally,-0.246,LOW,0.96
2025-12-02,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.41,LOW,0.96
2025-12-04,LT,Brokerage upgrades LT to Outperform with revised target,0.633,MEDIUM,0.96
2025-12-17,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.937,HIGH,0.96
2025-12-18,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.679,HIGH,0.96
2025-12-22,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.591,MEDIUM,0.96
2025-12-29,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.908,HIGH,0.96
2025-12-30,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.692,HIGH,0.96
2026-01-08,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.72,HIGH,0.96
2026-01-16,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.929,HIGH,0.96
2026-01-19,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.536,MEDIUM,0.96
2026-01-21,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.884,HIGH,0.96
2026-01-27,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.713,HIGH,0.96
2026-02-04,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.568,HIGH,0.96
2026-02-10,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.913,HIGH,0.96
2026-02-11,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.681,MEDIUM,0.96
2026-02-17,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.562,MEDIUM,0.96
2026-02-23,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.892,HIGH,0.96
2026-02-25,LT,Margin expansion across core segments drives institutional interest in LT,0.679,MEDIUM,0.96
2026-02-26,LT,Profit booking seen in LT following multi-week rally,-0.367,LOW,0.96
2026-02-27,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.809,HIGH,0.96
2026-03-02,LT,Block deal executed in LT; heavy institutional buying observed,0.439,MEDIUM,0.96
2026-03-03,LT,Margin expansion across core segments drives institutional interest in LT,0.764,MEDIUM,0.96
2026-03-06,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.791,HIGH,0.96
2026-03-10,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.362,LOW,0.96
2026-03-12,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,1.0,HIGH,0.96
2026-03-13,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.794,HIGH,0.96
2026-03-18,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.861,HIGH,0.96
2026-03-19,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.509,MEDIUM,0.96
2026-03-24,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.744,HIGH,0.96
2026-03-25,LT,Profit booking seen in LT following multi-week rally,-0.368,LOW,0.96
2026-03-27,LT,Brokerage upgrades LT to Outperform with revised target,0.691,MEDIUM,0.96
2026-03-30,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.84,HIGH,0.96
2026-04-08,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.671,HIGH,0.96
2026-04-10,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.971,HIGH,0.96
2026-04-13,LT,Brokerage upgrades LT to Outperform with revised target,0.859,MEDIUM,0.96
2026-04-21,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.364,LOW,0.96
2026-04-28,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.887,HIGH,0.96
2026-04-29,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.644,HIGH,0.96
2026-04-30,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.838,HIGH,0.96
2026-05-01,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.786,MEDIUM,0.96
2026-05-05,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.722,HIGH,0.96
2026-05-14,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.908,HIGH,0.96
2026-05-22,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.882,HIGH,0.96
2026-05-25,LT,Margin expansion across core segments drives institutional interest in LT,0.638,MEDIUM,0.96
2026-05-26,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.894,HIGH,0.96
2026-05-27,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.784,HIGH,0.96
2026-05-29,LT,Profit booking seen in LT following multi-week rally,-0.304,LOW,0.96
2026-06-01,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.741,MEDIUM,0.96
2026-06-04,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.576,LOW,0.96
2026-06-10,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.703,HIGH,0.96
2026-06-16,LT,New product launch and capacity expansion announced by Larsen & Toubro Ltd,0.788,MEDIUM,0.96
2026-06-18,LT,Block deal executed in LT; heavy institutional buying observed,0.602,MEDIUM,0.96
2026-06-19,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.637,MEDIUM,0.96
2026-06-24,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.823,HIGH,0.96
2026-06-26,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.798,HIGH,0.96
2026-06-29,LT,Block deal executed in LT; heavy institutional buying observed,0.574,MEDIUM,0.96
2026-06-30,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.81,HIGH,0.96
2026-07-01,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.81,HIGH,0.96
2026-07-02,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.9,HIGH,0.96
2026-07-03,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.64,MEDIUM,0.96
2026-07-07,LT,Input cost inflation weighs on quarterly operating margin for Larsen & Toubro Ltd,-0.46,MEDIUM,0.96
2026-07-13,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.828,HIGH,0.96
2026-07-17,LT,Regulatory scrutiny prompts consolidation in LT shares,-0.73,HIGH,0.96
2026-07-28,LT,Global headwinds lead to cautious outlook for Larsen & Toubro Ltd in near term,-0.723,HIGH,0.96
2026-07-29,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.856,HIGH,0.96
2026-08-03,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.714,HIGH,0.96
2026-08-05,LT,Management reiterates double-digit guidance for upcoming fiscal year,0.554,HIGH,0.96
2026-08-06,LT,Larsen & Toubro Ltd announces share buyback program at attractive premium,0.925,HIGH,0.96
2026-08-07,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.817,HIGH,0.96
2026-08-10,LT,Larsen & Toubro Ltd bags multi-million dollar marquee enterprise contract,0.758,HIGH,0.96
2026-08-19,LT,Earnings beat: Larsen & Toubro Ltd reports robust quarterly EBITDA growth,0.902,HIGH,0.96
2026-08-20,LT,Block deal executed in LT; heavy institutional buying observed,0.251,MEDIUM,0.96
2026-08-26,LT,Supply chain disruptions may impact margin realization for Larsen & Toubro Ltd,-0.478,LOW,0.96
2026-08-31,LT,Sectoral rotation puts temporary downward pressure on LT,-0.466,MEDIUM,0.96
2026-09-03,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.568,HIGH,0.96
2026-09-14,LT,Brokerage upgrades LT to Outperform with revised target,0.661,MEDIUM,0.96
2026-09-17,LT,Foreign institutional investors increase stake in Larsen & Toubro Ltd,0.721,HIGH,0.96
2019-10-29,SBIN,Brokerage upgrades SBIN to Outperform with revised target,0.639,MEDIUM,0.96
2019-10-31,SBIN,Brokerage upgrades SBIN to Outperform with revised target,0.773,MEDIUM,0.96
2019-11-04,SBIN,Regulatory scrutiny prompts consolidation in SBIN shares,-0.768,HIGH,0.96
2019-11-07,SBIN,Global headwinds lead to cautious outlook for State Bank of India in near term,-0.597,HIGH,0.96
2019-11-15,SBIN,New product launch and capacity expansion announced by State Bank of India,0.783,MEDIUM,0.96
2019-11-22,SBIN,Brokerage upgrades SBIN to Outperform with revised target,0.741,MEDIUM,0.96
2019-11-26,SBIN,New product launch and capacity expansion announced by State Bank of India,0.665,MEDIUM,0.96
2019-11-28,SBIN,Input cost inflation weighs on quarterly operating margin for State Bank of India,-0.455,MEDIUM,0.96
2019-12-03,SBIN,Earnings beat: State Bank of India reports robust quarterly EBITDA growth,0.717,HIGH,0.96
2019-12-10,SBIN,Sectoral rotation puts temporary downward pressure on SBIN,-0.322,MEDIUM,0.96
2019-12-13,SBIN,Foreign institutional investors increase stake in State Bank of India,0.843,HIGH,0.96
2019-12-23,SBIN,State Bank of India announces share buyback program at attractive premium,0.743,HIGH,0.96
2019-12-24,SBIN,Profit booking seen in SBIN following multi-week rally,-0.398,LOW,0.96
2019-12-31,SBIN,Block deal executed in SBIN; heavy institutional buying observed,0.591,MEDIUM,0.96
